地铁4号线树木岭站，精装3居室，小高层，小区环境好,中江佳境天成 -赤岗冲,3室2厅 | 122.49平米 | 南 北 | 精装 | 高楼层(共17层) | 2010年建 | 板塔结合,18人关注 / 7个月以前发布,118,"9,634元/平"
识字岭地质旁 四房两厅 业主腾资格 实用面积120平,城建科研宿舍 -东塘,4室2厅 | 68.95平米 | 南 西南 | 简装 | 低楼层(共6层)  | 板楼,6人关注 / 6个月以前发布,59,"8,557元/平"
五一广场带绿化小区 户型好 业主诚心出售 随时看房,铂宫2中山庭 -松桂园,3室1厅 | 111.37平米 | 北 | 精装 | 高楼层(共34层) | 2011年建 | 板塔结合,1人关注 / 1个月以前发布,188,"16,881元/平"
雨花区纯毛坯，南北通透，楼层好，业主诚心出售,天赐良园 -武广新城,3室2厅 | 134.24平米 | 南 北 | 毛坯 | 高楼层(共18层) | 2010年建 | 板塔结合,4人关注 / 2个月以前发布,136,"10,132元/平"
读书就在边上 毛坯大四房 2楼一梯一户 安静舒适,金利苑 -晚报,4室2厅 | 156.25平米 | 南 | 毛坯 | 低楼层(共11层)  | 暂无数据,1人关注 / 2个月以前发布,92.5,"5,920元/平"
高性价三房，通透格局，采光充足,万科魅力之城 -武广新城,3室1厅 | 99.69平米 | 南 | 精装 | 34层 | 2014年建 | 塔楼,5人关注 / 3个月以前发布,118.5,"11,887元/平"
全新毛坯，紧挨洋湖公园，东边户,橡树湾小区 -含浦,2室2厅 | 75.71平米 | 东 | 毛坯 | 高楼层(共34层) | 2015年建 | 塔楼,2人关注 / 1个月以前发布,72.99,"9,641元/平"
纯毛坯房，周正的四房，动静分区,金富星城 -金星北,4室2厅 | 112.69平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,24人关注 / 一年前发布,70,"6,212元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
房东说了，价格可以优惠，出了价格就和她说,华悦城 -喜盈门,3室2厅 | 100.22平米 | 南 西南 | 简装 | 中楼层(共26层) | 2013年建 | 板塔结合,7人关注 / 7个月以前发布,93,"9,280元/平"
老罗推好房，滨江北。急售，视野好，采光通透,时代倾城 -金星北,3室2厅 | 115.5平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,55人关注 / 5个月以前发布,129.5,"11,213元/平"
湖南师大双语 龙湖天街 友谊路地铁站，业主诚心出售,长城雅苑 -新开铺,2室2厅 | 84.59平米 | 南 北 | 精装 | 中楼层(共28层) | 2014年建 | 板塔结合,27人关注 / 5个月以前发布,99,"11,704元/平"
此房满五唯一，户型周正，采光好,梅溪湖壹号三期 -梅溪湖南岸,3室2厅 | 125.4平米 | 南 | 毛坯 | 高楼层(共33层)  | 塔楼,3人关注 / 4个月以前发布,238,"18,980元/平"
砂子塘中雅，带装修三房，房东诚心出售,湘府9号 -德思勤,3室2厅 | 125.66平米 | 南 | 精装 | 低楼层(共26层) | 2011年建 | 塔楼,7人关注 / 3个月以前发布,122.8,"9,773元/平"
天麓尚层 精装三房 视野开阔 采光好 拎包入住 省个税,天麓尚层 -雷锋大道,3室2厅 | 90.12平米 | 南 | 精装 | 高楼层(共27层)  | 板塔结合,19人关注 / 一年前发布,96.5,"10,708元/平"
小区环境优美，配套齐全，生活方便。,江山帝景雅典 -含浦,3室2厅 | 84.11平米 | 东南 | 精装 | 中楼层(共30层) | 2016年建 | 板塔结合,0人关注 / 1个月以前发布,105,"12,484元/平"
纯板低密小区 9字头！九成新装修 拎包入住 随时看房！,茂华国际湘 -武广新城,3室1厅 | 132.57平米 | 南 北 | 精装 | 低楼层(共11层) | 2013年建 | 板楼,102人关注 / 7个月以前发布,112,"8,449元/平"
恒大城精装三房，拎包入住，随时看房,长沙恒大城 -万家丽南路,3室1厅 | 101.22平米 | 北 | 精装 | 低楼层(共18层)  | 板楼,4人关注 / 3个月以前发布,100,"9,880元/平"
麓谷西地铁口 精装三房 满五唯一 位置好 楼层好,保利麓谷林语B区 -麓谷西,3室2厅 | 92.69平米 | 南 北 | 简装 | 中楼层(共11层) | 2010年建 | 板塔结合,16人关注 / 一年前发布,108,"11,652元/平"
左岸春天  朝南弧形开阔视野大三房 诚心出售,左岸春天 -四方坪,4室2厅 | 160.99平米 | 南 | 精装 | 高楼层(共15层) | 2005年建 | 塔楼,9人关注 / 8个月以前发布,140,"8,697元/平"
当仁不让外销房品质房，房型开阔有型，带入室花园！！,美林银谷国际社区 -河西步步高,5室2厅 | 159.66平米 | 南 | 精装 | 中楼层(共30层) | 2007年建 | 板塔结合,20人关注 / 6个月以前发布,187.6,"11,750元/平"
交警单位房，砂子塘学X，好楼层，中高层，采光视野好,长潭佳园 -跳马,3室2厅 | 101.56平米 | 南 北 | 精装 | 高楼层(共17层)  | 板塔结合,8人关注 / 6个月以前发布,65,"6,401元/平"
地铁口  自住精装房四房  户型周正  诚心出售,五矿哈佛小镇 -暮云,4室2厅 | 119.72平米 | 南 | 精装 | 高楼层(共18层) | 2016年建 | 板塔结合,18人关注 / 4个月以前发布,105.7,"8,829元/平"
中茂城尚都花园城，自住精装两房，诚心出售，随时看房,尚都花园城 -泉塘,2室2厅 | 75.41平米 | 北 | 精装 | 中楼层(共31层) | 2011年建 | 板塔结合,14人关注 / 一年前发布,50.5,"6,697元/平"
郁金香 地铁口 楼层好 交通方便 配套成熟,郁金香小区 -河西人人乐,3室2厅 | 84.32平米 | 南 | 其他 | 低楼层(共6层)  | 板楼,30人关注 / 一年前发布,52.8,"6,262元/平"
梅溪鑫苑名家 四房两卫 中间楼层,梅溪鑫苑名家 -东方红,4室2厅 | 121.03平米 | 南 | 简装 | 中楼层(共33层) | 2016年建 | 板塔结合,15人关注 / 11个月以前发布,178,"14,708元/平"
湘江新城站 星巢PACK 新装修 小三房,珠江东方明珠 -金星北,3室2厅 | 97.44平米 | 南 | 精装 | 低楼层(共32层) | 2016年建 | 板塔结合,21人关注 / 9个月以前发布,78,"8,005元/平"
配套齐全，价格可聊，价格谈拢随时可签,三景华御 -泉塘,3室1厅 | 97.95平米 | 南 北 | 毛坯 | 中楼层(共34层) | 2013年建 | 板楼,7人关注 / 8个月以前发布,64,"6,534元/平"
汽车东站6号近地铁口才子佳郡居家装修看房有钥匙,才子佳郡 -汽车东站,3室2厅 | 88.74平米 | 南 | 精装 | 18层 | 2014年建 | 塔楼,21人关注 / 8个月以前发布,80,"9,016元/平"
纯毛坯房，周正的四房，动静分区,金富星城 -金星北,4室2厅 | 112.69平米 | 南 | 毛坯 | 高楼层(共32层)  | 暂无数据,24人关注 / 一年前发布,70,"6,212元/平"
月亮岛  地铁口  南山苏迪亚诺  毛坯洋房   诚心出售,南山苏迪亚诺 -金星北,4室2厅 | 132.96平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,62人关注 / 一年前发布,105.7,"7,950元/平"
结婚装修自住不到一年，附全套家具电器，拎包入住,天悦鑫苑 -黄土岭,2室2厅 | 94.93平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,28人关注 / 一年前发布,92,"9,692元/平"
洋湖湿地正规大四房，可看洋湖 满五唯一，看房方便,中海国际社区三期 -含浦,4室2厅 | 130.34平米 | 南 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,1人关注 / 7个月以前发布,163,"12,506元/平"
满五唯一  2梯2户 纯板楼 业主需要资金扩大门面,茂华国际湘 -武广新城,4室2厅 | 170.02平米 | 南 北 | 毛坯 | 中楼层(共17层) | 2013年建 | 板塔结合,29人关注 / 7个月以前发布,171.5,"10,088元/平"
新开铺 南郊公园 华丽家族  户型通透  业主诚心出售,华丽家族 -南郊公园,4室2厅 | 150平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,7人关注 / 一年前发布,130,"8,667元/平"
雅颂居自住大三房，保养好，随时看房,湘江雅颂居 -新开铺,3室2厅 | 138.15平米 | 南 | 精装 | 22层 | 2014年建 | 板塔结合,5人关注 / 3个月以前发布,186,"13,464元/平"
童话里精装自住四房，南北通透，楼层好，采光好！,童话里 -新开铺,4室2厅 | 124.91平米 | 南 北 | 简装 | 中楼层(共31层) | 2008年建 | 板塔结合,16人关注 / 一年前发布,128.8,"10,312元/平"
铁道学院 次新小区 居家三房 配套成熟 近地铁,和庄二期 -新开铺,3室2厅 | 88.42平米 | 北 | 简装 | 低楼层(共33层) | 2014年建 | 塔楼,2人关注 / 3个月以前发布,86.8,"9,817元/平"
花园式小区，户型周正，理想中的家园,通用时代国际社区 -金盆岭,2室2厅 | 75.17平米 | 南 | 精装 | 低楼层(共31层) | 2014年建 | 板塔结合,1人关注 / 3个月以前发布,98,"13,038元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
云顶梅溪湖二期 复式4房2厅3卫看湖景 满五年唯一,佳兆业云顶梅溪湖 -梅溪湖南岸,4室2厅 | 143.24平米 | 南 北 | 毛坯 | 低楼层(共27层) | 2016年建 | 塔楼,23人关注 / 5个月以前发布,278,"19,408元/平"
临江大平层  五房设计 中间楼层 双阳台 南北 通透,北辰三角洲奥城D3区 -北辰三角洲,5室2厅 | 171.15平米 | 西南 | 毛坯 | 中楼层(共39层) | 2013年建 | 板楼,6人关注 / 3个月以前发布,370,"21,619元/平"
花园洋房，周正户型，采光很好，小区环境优美,碧桂园威尼斯城蓝天花语 -松雅湖,3室2厅 | 125.53平米 | 南 北 | 精装 | 中楼层(共6层)  | 平房,1人关注 / 1个月以前发布,89.6,"7,138元/平"
此房很周正的户型，通透性好采光好，小区环境好,江山帝景雅典 -含浦,3室2厅 | 141.08平米 | 南 北 | 简装 | 中楼层(共11层) | 2013年建 | 板楼,2人关注 / 3个月以前发布,156,"11,058元/平"
赤岗冲 公交公司旁 正地铁口 中间楼层,砂子塘野坡社区石油小区 -东塘,3室2厅 | 78.27平米 | 南 | 简装 | 低楼层(共3层)  | 板楼,3人关注 / 3个月以前发布,42,"5,367元/平"
高铁南站旁 次新小区 南北通透毛坯三房 诚心出售,绿地之窗 -武广新城,3室2厅 | 107.18平米 | 南 北 | 毛坯 | 低楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,112,"10,450元/平"
高楼层 电梯直接入户 含杂屋 套内实际121方，急售,长沙市国土局宿舍二院 -晚报,3室2厅 | 107.6平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 2个月以前发布,140,"13,012元/平"
火车站 宇城广场 朝阳村 凯通国际 凯通朝庭 双地铁,凯通朝庭 -火车站,2室2厅 | 93.76平米 | 南 | 简装 | 中楼层(共33层) | 2014年建 | 板塔结合,7人关注 / 3个月以前发布,107.3,"11,445元/平"
锦泰地铁口 精装大三房 满五唯一 拎包入住 随时看房,安泰新村 -马王堆,3室2厅 | 109.65平米 | 南 北 | 精装 | 6层  | 板楼,11人关注 / 3个月以前发布,75.8,"6,913元/平"
房子全新从未入住过，满五唯一   大四房。,中海国际社区三期 -含浦,4室2厅 | 130.34平米 | 东南 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,6人关注 / 7个月以前发布,153.8,"11,800元/平"
楼下就是地铁口 月亮岛旁 勤城达新界 毛坯三房 视野好,勤诚达新界 -金星北,3室2厅 | 96.04平米 | 西南 南 | 毛坯 | 高楼层(共33层)  | 板塔结合,1人关注 / 1个月以前发布,86.8,"9,038元/平"
急售，繁华地段中茂城楚天世纪城精装修三房两卫,楚天世纪城 -泉塘,3室1厅 | 114.2平米 | 南 | 精装 | 高楼层(共26层) | 2015年建 | 塔楼,14人关注 / 一年前发布,81.8,"7,163元/平"
天麓 清水毛坯 中间楼层 户型通透 采光通风好,天麓尚层 -雷锋大道,4室2厅 | 120.83平米 | 南 | 毛坯 | 中楼层(共32层)  | 板塔结合,25人关注 / 一年前发布,120,"9,932元/平"
诚心出售 位置安静 交通便利  采光好,旭辉国际广场 -武广新城,4室2厅 | 126.7平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,3人关注 / 2个月以前发布,215,"16,970元/平"
松雅湖边上居家小三房即买即住！随时看房,国泰九龙湾 -松雅湖,3室2厅 | 88.71平米 | 南 | 精装 | 中楼层(共40层) | 2017年建 | 塔楼,0人关注 / 1个月以前发布,92.8,"10,462元/平"
小区里面有幼儿园，配套就读：湘府英才和长郡外国语,银桂苑 -省政府,5室2厅 | 184.61平米 | 南 | 毛坯 | 高楼层(共9层) | 2010年建 | 板楼,4人关注 / 一年前发布,190,"10,292元/平"
电网单位房  实木装修   诚意出售,湘超景园 -湘府路,4室2厅 | 152.81平米 | 南 | 精装 | 中楼层(共17层)  | 板楼,9人关注 / 一年前发布,195,"12,761元/平"
高性价三房，通透格局，楼层好，采光充足,万科魅力之城 -武广新城,3室2厅 | 99.96平米 | 西南 | 精装 | 35层 | 2014年建 | 塔楼,0人关注 / 1个月以前发布,131.8,"13,186元/平"
蓝山郡中间位置高楼层四房，通透户型，9成新的装修,蓝山郡三期 -开元路,4室2厅 | 147.79平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,0人关注 / 3个月以前发布,155,"10,488元/平"
怡海星城大三居 满五唯一 业主诚心出售,怡海星城 -暮云,3室2厅 | 111平米 | 南 | 毛坯 | 低楼层(共14层)  | 板楼,1人关注 / 3个月以前发布,68,"6,127元/平"
业主推荐好房，凤凰层，视野看看，满五唯一,佳兆业君汇上品 -跳马,3室2厅 | 112.55平米 | 南 北 | 精装 | 高楼层(共30层)  | 板塔结合,0人关注 / 1个月以前发布,79.8,"7,091元/平"
小区环境优美 人车分流 百强物业 楼下购物方便,中海国际社区三期 -含浦,3室2厅 | 93.78平米 | 东 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合,0人关注 / 1个月以前发布,87.99,"9,383元/平"
带入户花园 平层4房 亚华香舍花都 诚意出售,亚华香舍花都 -东塘,4室2厅 | 151.62平米 | 南 | 简装 | 低楼层(共19层) | 2003年建 | 板塔结合,7人关注 / 5个月以前发布,149.8,"9,880元/平"
生活艺术城  出门就是地铁  通行方便,生活艺术城 -德思勤,3室2厅 | 117.84平米 | 南 | 其他 | 低楼层(共11层) | 2007年建 | 板塔结合,43人关注 / 一年前发布,86.8,"7,366元/平"
洋湖旁 橡树湾大三房，户型周正，楼层视野好，,橡树湾小区 -含浦,3室2厅 | 109.1平米 | 南 | 毛坯 | 中楼层(共34层)  | 板塔结合,8人关注 / 10个月以前发布,114,"10,450元/平"
江山帝景 满五唯一 拎包入住 可带车位 随时看房,江山帝景哈佛 -含浦,3室2厅 | 129.85平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,0人关注 / 1个月以前发布,142,"10,936元/平"
贺龙体育馆│单位宿舍 精装修三居室,省肉食水产总公司宿舍 -东塘,3室1厅 | 66.75平米 | 南 北 | 精装 | 中楼层(共8层)  | 暂无数据,3人关注 / 1个月以前发布,58.8,"8,809元/平"
中海国际央企大盘 业 一期 大二房 品质物业,中海国际社区1期 -含浦,2室2厅 | 84.39平米 | 东 东南 | 精装 | 中楼层(共33层) | 2013年建 | 塔楼,2人关注 / 2个月以前发布,80.8,"9,575元/平"
浏阳河畔，刚需小三房，纯毛坯，高楼层。,芙蓉万国城MOMA -汽车东站,3室2厅 | 87.13平米 | 南 | 毛坯 | 高楼层(共33层)  | 暂无数据,0人关注 / 1个月以前发布,88.8,"10,192元/平"
一线临盘湖大平层。视野开阔。户型周正， 品质楼盘,晟通牡丹舸 -梅溪湖北岸,4室2厅 | 232.43平米 | 南 | 毛坯 | 低楼层(共31层)  | 暂无数据,1人关注 / 14天以前发布,659,"28,353元/平"
标题,开发商,房子信息,发布周期,售价/万,单价
花园式小区，户型周正，理想中的家园,通用时代国际社区 -金盆岭,2室2厅 | 75.17平米 | 南 | 精装 | 低楼层(共31层) | 2014年建 | 板塔结合,1人关注 / 3个月以前发布,98,"13,038元/平"
楼层好视野开阔 自住装修保养好 采光优秀,绿地之窗 -武广新城,3室2厅 | 109.68平米 | 南 | 精装 | 中楼层(共34层) | 2016年建 | 板塔结合,1人关注 / 3个月以前发布,138,"12,583元/平"
地铁口 运达广场 盛世华章南北对流纯板楼 户型周正4房,嘉宇中央 -武广新城,4室2厅 | 118.42平米 | 南 | 毛坯 | 中楼层(共28层) | 2013年建 | 板塔结合,109人关注 / 10个月以前发布,129,"10,894元/平"
月亮岛  地铁口  南山苏迪亚诺  毛坯洋房   诚心出售,南山苏迪亚诺 -金星北,4室2厅 | 132.96平米 | 南 | 毛坯 | 中楼层(共5层)  | 板塔结合,62人关注 / 一年前发布,105.7,"7,950元/平"
洋湖湿地正规大四房，可看洋湖 满五唯一，看房方便,中海国际社区三期 -含浦,4室2厅 | 130.34平米 | 南 | 精装 | 高楼层(共33层) | 2013年建 | 板塔结合,1人关注 / 7个月以前发布,163,"12,506元/平"
满五唯一  2梯2户 纯板楼 业主需要资金扩大门面,茂华国际湘 -武广新城,4室2厅 | 170.02平米 | 南 北 | 毛坯 | 中楼层(共17层) | 2013年建 | 板塔结合,29人关注 / 7个月以前发布,171.5,"10,088元/平"
新开铺 南郊公园 华丽家族  户型通透  业主诚心出售,华丽家族 -南郊公园,4室2厅 | 150平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,7人关注 / 一年前发布,130,"8,667元/平"
急售 广电单位房归心苑 毛坯大四房带入户花园两梯两户,归心·苑 -广电,5室2厅 | 182.83平米 | 南 | 毛坯 | 中楼层(共26层)  | 塔楼,14人关注 / 11个月以前发布,238,"13,018元/平"
结婚装修自住不到一年，附全套家具电器，拎包入住,天悦鑫苑 -黄土岭,2室2厅 | 94.93平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,28人关注 / 一年前发布,92,"9,692元/平"
配套齐全，价格可聊，价格谈拢随时可签,三景华御 -泉塘,3室1厅 | 97.95平米 | 南 北 | 毛坯 | 中楼层(共34层) | 2013年建 | 板楼,7人关注 / 8个月以前发布,64,"6,534元/平"
